,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
cell_RadialDistribution_FracAtD_1of4,-0.023104103,0.035353646,-0.14073363,0.041297033,-0.013454865,0.005605933,-0.004313441,-0.0010968901,0.022959292,-0.017273204,0.026406411,-0.037183404,-0.01715832,0.0423236,0.015916547
cell_RadialDistribution_MeanFrac_1of4,-0.012763669,0.02137577,-0.050520487,0.0714429,0.018637396,0.047589563,-0.008749058,-0.031741314,0.017773068,-0.04743974,0.014017757,-0.08495554,-0.032577172,0.06344887,-0.01621202
cell_RadialDistribution_RadialCV_1of4,0.008611805,0.01473505,0.00980504,0.024155742,0.022988271,0.048457738,0.055416428,0.0063991905,0.0014929624,0.0056436127,-0.00065427436,0.05066251,0.0076536913,-0.033563808,0.008723951
cell_RadialDistribution_FracAtD_2of4,-0.020378688,0.03549137,-0.15207113,0.033113558,-0.01196627,0.005665746,-0.015110606,0.00062462897,0.020295527,-0.020592315,0.030259226,-0.04207585,-0.017587725,0.04143607,0.0137825245
cell_RadialDistribution_MeanFrac_2of4,-0.0087188855,0.023938853,-0.050632015,0.063845165,0.025730755,0.049597718,-0.023782503,-0.045135994,0.020298224,-0.0575108,0.021637935,-0.11303299,-0.031782296,0.07152754,-0.013464914
cell_RadialDistribution_RadialCV_2of4,0.010247045,0.021995993,0.008533337,0.0561831,0.0027154463,0.053957954,0.0485931,-0.045129538,-0.021433122,0.019793728,-0.026537344,0.08762511,0.01795746,-0.051712234,0.0031068223
cell_RadialDistribution_FracAtD_3of4,-0.0038183827,0.027025683,-0.15643436,0.0051440895,-0.010445153,0.0026168365,-0.04189145,0.014077468,0.008392415,-0.017984137,0.03357484,-0.033362743,-0.015754143,0.02289085,-0.008881891
cell_RadialDistribution_MeanFrac_3of4,0.027263636,0.007946751,0.02209575,0.00054422213,0.04265338,0.057512004,-0.05181135,-0.0455384,0.01812536,-0.03900549,0.019839767,-0.09164016,-0.019316986,0.059941664,-0.02738045
cell_RadialDistribution_RadialCV_3of4,0.005794418,0.026874436,-0.012528974,0.076824784,0.0039785197,0.061111562,0.032857683,-0.0744509,-0.033098515,0.026076425,-0.038724147,0.08339416,0.024250533,-0.061883148,0.018332424
cell_RadialDistribution_FracAtD_4of4,0.013981273,-0.033635262,0.16249152,-0.022741275,0.01221622,-0.0045315684,0.02766791,-0.007013467,-0.016167585,0.02017666,-0.033301998,0.039840404,0.017773787,-0.035173185,-0.0038759625
cell_RadialDistribution_MeanFrac_4of4,0.0012805472,-0.03888478,0.10806235,-0.05224712,-0.016166328,-0.056582943,0.03700822,0.037706695,-0.01522622,0.044407807,-0.03352751,0.101341315,0.026315713,-0.07162335,0.0023783532
cell_RadialDistribution_RadialCV_4of4,0.016450385,0.019468999,0.0031394865,0.013879781,-0.0045036892,0.063754976,0.004933725,-0.07830296,-0.0011884068,0.025873484,-0.04258438,0.10286905,0.041863054,-0.05002372,0.008974498
cell_RadialDistribution_ZernikeMagnitude_0_0,0.09261244,0.022902343,-0.010041979,-0.05192356,0.003838744,-0.04874303,-0.09113781,0.052719086,0.03150481,0.014060574,0.0121927485,0.016081702,0.023169298,-0.00063647307,0.009314187
cell_RadialDistribution_ZernikeMagnitude_1_1,0.026216771,-0.0014445138,0.022785055,-0.024823502,0.027331669,-0.046158794,-0.010875268,-0.08364742,0.17329831,-0.025851887,-0.005510473,0.019791683,0.0019763254,0.03716603,-0.030332942
cell_RadialDistribution_ZernikePhase_1_1,-0.0026441703,0.0042321784,0.0022941835,0.004860025,0.00018026131,-0.013190848,-0.01675541,-0.0012176575,0.007902375,-0.025040826,-0.009546913,0.031097962,0.031167615,0.0401761,0.072972864
cell_RadialDistribution_ZernikeMagnitude_2_0,0.06639153,0.0068173036,0.03521882,-0.017279565,0.026019253,0.022325156,-0.0954191,0.070230685,-0.06445072,0.00020778964,0.009846179,-0.064317584,-0.009392913,0.05059149,-0.03918042
cell_RadialDistribution_ZernikeMagnitude_2_2,0.050826453,-0.015427421,0.108509764,-0.037899315,0.016855646,0.005548274,-0.021876238,0.050927214,-0.047283873,0.0011693646,-0.026336484,0.043583564,-0.0040056435,-0.06457023,-0.018983465
cell_RadialDistribution_ZernikePhase_2_2,0.0028382123,0.00059709453,0.0030263867,0.0045791576,0.0033282058,0.025475582,-0.017316531,0.010952028,0.01827043,-0.029101703,0.020803222,0.072690725,-0.23598775,0.0403023,0.10197369
cell_RadialDistribution_ZernikeMagnitude_3_1,0.02659482,-0.0065443777,0.061093222,-0.01468827,0.040486053,-0.02440274,-0.016923742,-0.09193351,0.17124406,-0.03110036,9.0612775e-06,-0.020148588,-0.019095395,0.076367036,-0.07744785
cell_RadialDistribution_ZernikePhase_3_1,8.5162355e-05,-0.0035065864,0.00034981268,0.0005108699,-0.0005945413,0.0054025054,0.018355338,-0.0020108332,0.010044383,0.033302285,0.0011957368,-0.057629388,-0.039889075,-0.037588354,-0.08876455
cell_RadialDistribution_ZernikeMagnitude_3_3,0.023135593,-0.0056330236,0.062490813,-0.032277808,0.020134756,-0.053925343,0.018751407,-0.08256924,0.14132543,-0.0112514915,-0.01956272,0.058123685,0.035068482,-0.072887406,0.034900784
cell_RadialDistribution_ZernikePhase_3_3,-0.004090448,0.004782822,-0.0051148715,0.0047210134,-0.0032036228,-0.0042405003,0.0038320716,-0.010123631,0.010155819,0.013225685,-0.0151849855,-0.00038183524,0.0063131973,0.024195908,0.0045833867
cell_RadialDistribution_ZernikeMagnitude_4_0,0.037912723,-0.009074594,0.09335488,0.0030048618,0.033510964,0.054441273,-0.049998894,0.05448358,-0.11580372,-0.00031264537,-0.005638958,-0.06375998,-0.0112330755,0.034150258,-0.018880004
cell_RadialDistribution_ZernikePhase_4_0,0.00041623527,-0.004680134,0.030699454,0.03621998,0.011628567,0.03018251,-0.030815007,0.019435132,-0.057354175,-0.0072458307,-0.011076476,-0.057900447,-0.008952207,-0.005397207,-0.03791088
cell_RadialDistribution_ZernikeMagnitude_4_2,0.049017984,-0.017862167,0.12005974,-0.03269939,0.030058285,0.026662346,-0.026647452,0.046876993,-0.069659226,-0.0062366277,-0.02454376,0.01730405,-0.00838308,-0.032077342,-0.018606449
cell_RadialDistribution_ZernikePhase_4_2,-0.004233715,0.0011635567,-0.00043346934,-0.0053583235,-0.007851124,-0.03368853,0.018923577,-0.014374054,-0.021114431,0.02948054,-0.023340648,-0.07173571,0.21332078,-0.03736317,-0.09731233
cell_RadialDistribution_ZernikeMagnitude_4_4,0.042759836,-0.019159684,0.12790108,-0.036319986,0.024805717,0.013687614,-0.023402557,0.048545506,-0.056363877,-0.0050044097,-0.0148893865,0.0168979,0.00032887544,-0.030180387,-0.021396944
cell_RadialDistribution_ZernikePhase_4_4,0.00075848924,-0.00024923144,-0.0025667108,0.003652259,0.0025380952,-0.007023199,-0.0092976475,-0.0023335107,0.0018866445,-0.004692861,0.012550951,0.008186189,-0.023734976,-0.015609769,-0.00089799764
cell_RadialDistribution_ZernikeMagnitude_5_1,0.026114075,-0.008195458,0.09894539,-0.011632287,0.042769484,-0.0022575362,-0.015519329,-0.06508572,0.122771055,-0.022005014,0.002485811,-0.027665243,-0.034197114,0.07908739,-0.10461077
cell_RadialDistribution_ZernikePhase_5_1,-0.0032146396,0.0026005793,0.00085621804,-0.00016620437,0.0067176498,-0.014943037,0.0005476904,0.0036759032,0.007251556,0.03488927,-0.023027321,0.025361678,0.021082236,0.027553534,0.058222517
cell_RadialDistribution_ZernikeMagnitude_5_3,0.0286937,-0.007865121,0.100105345,-0.029950555,0.038597804,-0.027628731,0.013678936,-0.07851887,0.14707106,-0.019665515,-0.00827949,0.039096434,-0.007985439,-0.018205488,-0.02212576
cell_RadialDistribution_ZernikePhase_5_3,0.0021905825,-0.0052847676,0.0021223195,-0.0007134409,-0.007002046,0.0030745817,-0.0151222935,0.014526096,-0.0060910154,-0.013292511,0.022253655,0.0065987688,-0.003491434,-0.012546957,0.025049746
cell_RadialDistribution_ZernikeMagnitude_5_5,0.019538894,-0.0042218436,0.077678286,-0.03137963,0.016203538,-0.048820555,0.026767692,-0.07925498,0.12095848,-0.0054654884,-0.01684176,0.05910778,0.06366593,-0.09138501,0.053413324
cell_RadialDistribution_ZernikePhase_5_5,-0.000724913,-0.003357952,0.00044400623,0.0008717885,-0.012790072,0.0035028153,-0.0042702397,-0.0054764687,-0.007997647,0.0020755283,0.0070339143,-0.008945486,-0.004209799,0.0010323074,0.008520041
cell_RadialDistribution_ZernikeMagnitude_6_0,0.033519953,-0.008633862,0.115649745,-0.0025384102,0.030957706,0.05154284,-0.03244825,0.047299627,-0.11332063,0.0064722877,-0.01090694,-0.025296826,4.8154674e-05,0.006028957,0.01766771
cell_RadialDistribution_ZernikePhase_6_0,-0.0060916636,0.007325842,-0.048939764,-0.031957716,-0.0039850464,-0.02758311,0.004148884,-0.022123296,0.084233105,0.0062812665,0.01998664,0.0163017,-0.00036778182,0.022264907,0.022357546
cell_RadialDistribution_ZernikeMagnitude_6_2,0.041300096,-0.010841825,0.12791981,-0.02122315,0.036826942,0.046483412,-0.023234218,0.034865383,-0.08472428,-0.006194141,-0.013807677,-0.017129784,-0.0002920828,0.0055192523,0.01328218
cell_RadialDistribution_ZernikePhase_6_2,-0.0011832846,0.0028803607,0.0069976808,0.00151714,0.009919915,0.01598617,-0.01695071,0.003876391,0.00979894,-0.02357093,0.01825386,0.050422728,-0.1609049,0.009354218,0.06503238
cell_RadialDistribution_ZernikeMagnitude_6_4,0.039354663,-0.018650083,0.13241477,-0.036592092,0.03122596,0.030871721,-0.02236156,0.051341705,-0.0722849,-0.014611054,-0.017903306,0.0014692981,-0.0041098585,-0.017385129,-0.010805631
cell_RadialDistribution_ZernikePhase_6_4,-6.5074215e-05,-0.0049347705,0.0009408329,-0.0032480531,0.002679562,0.008569972,-0.0047641234,-0.0015459354,-0.006837898,0.005700225,0.0046446733,0.00143398,0.030762482,0.0022823708,-0.01263762
cell_RadialDistribution_ZernikeMagnitude_6_6,0.039435975,-0.018501226,0.13028437,-0.037275698,0.023076477,0.018935313,-0.026497614,0.05468156,-0.04802706,-0.008377963,-0.009507031,-0.004488646,-0.008339054,0.012685766,-0.0320283
cell_RadialDistribution_ZernikePhase_6_6,-0.0018952336,0.0035701618,0.0034864002,-0.00034404878,-0.00245028,-0.0019104168,0.00480009,0.018113483,0.0036465677,0.009418147,-0.009554188,-0.01506848,-0.0024809262,0.008167417,-0.0058686817
cell_RadialDistribution_ZernikeMagnitude_7_1,0.02773926,-0.007459133,0.114694454,-0.021619413,0.04456369,0.007965894,0.00021682105,-0.045658942,0.08505547,-0.0014553018,0.004755845,-0.0035852706,-0.037523262,0.071531355,-0.08873539
cell_RadialDistribution_ZernikePhase_7_1,-0.0024789998,-0.0034075577,0.0039480375,0.009180068,-7.235084e-05,-0.008017273,-0.012355062,-0.001182544,-0.0022878658,0.041216005,0.0025576914,-0.02530722,-0.037454136,0.00921257,-0.016849345
cell_RadialDistribution_ZernikeMagnitude_7_3,0.031499103,-0.0062879696,0.120183,-0.02918285,0.046887036,-0.0036550453,0.007242017,-0.049740776,0.10511379,-0.017437233,0.0067633544,0.019347096,-0.031970598,0.035877533,-0.05824633
cell_RadialDistribution_ZernikePhase_7_3,-0.002373059,-0.00011771571,0.001226077,0.0041509294,0.0012094715,-0.008812229,-0.0037834179,-0.00021035135,0.00293406,0.0145862885,-0.0243548,-0.012584967,0.008650861,-0.0061030425,-0.019546932
cell_RadialDistribution_ZernikeMagnitude_7_5,0.024151336,-0.008258516,0.11003365,-0.032438926,0.0358327,-0.03257524,0.013619998,-0.074585356,0.12911093,-0.013897847,-0.0067576063,0.043303076,0.012957527,-0.05144869,0.0035530534
cell_RadialDistribution_ZernikePhase_7_5,-0.0013310788,0.0034626825,-0.0026358406,0.0041526146,0.011427297,-0.00368665,0.00039040952,-0.0034120972,0.01263874,0.0024442147,0.00074060657,0.013225846,0.0013287328,-0.0009642218,-0.0129845
cell_RadialDistribution_ZernikeMagnitude_7_7,0.018709028,-0.005421192,0.0794237,-0.022026213,0.0130779045,-0.04079517,0.029552743,-0.06467332,0.10772955,-0.007261859,-0.01626788,0.06326324,0.07106405,-0.09539494,0.05035777
cell_RadialDistribution_ZernikePhase_7_7,-0.0027666357,-0.0014743493,0.0016135164,0.0044457405,0.009627296,0.011124342,-0.001007903,-0.0044473293,-0.0021391327,-0.007920526,0.005641798,0.008122822,-0.007499623,0.0047648046,0.0055277906
cell_RadialDistribution_ZernikeMagnitude_8_0,0.029899117,-0.0067399573,0.11042683,-0.013418975,0.034534838,0.048602384,-0.02925476,0.03400954,-0.07297468,0.00447151,-0.0034196428,-0.028723838,0.0030763787,0.00585868,0.037583336
cell_RadialDistribution_ZernikePhase_8_0,0.0055005187,-0.006085144,0.05439275,0.015947219,0.0026699158,0.025082003,-0.0064227916,0.040370878,-0.08026707,-0.000993181,-0.020062555,0.00011124668,-0.0041473527,0.0023259718,0.012091592
cell_RadialDistribution_ZernikeMagnitude_8_2,0.036286294,-0.0073118787,0.12775983,-0.012725708,0.034485944,0.053426143,-0.021268766,0.033784084,-0.08643916,-0.0011998706,-0.009498884,-0.020265296,0.011392897,0.00055374735,0.028936356
cell_RadialDistribution_ZernikePhase_8_2,-0.003265533,-0.0029873424,-0.0022179116,-0.003525376,-0.013795577,-0.016297033,0.008861784,-0.0035380612,-0.0133800525,0.020480737,-0.014347177,-0.038848866,0.11963701,-0.008675581,-0.031623963
cell_RadialDistribution_ZernikeMagnitude_8_4,0.03602998,-0.0104352785,0.12623776,-0.030368427,0.03176335,0.043905456,-0.015547363,0.029368196,-0.06391427,-0.013522399,-0.005945113,-0.021394154,-0.0011206208,0.003986248,0.020696051
cell_RadialDistribution_ZernikePhase_8_4,-0.0001851267,0.00043264547,-0.008199224,0.0016732748,0.0034964734,-0.006692585,0.0027299903,0.006091034,-0.004705224,-0.00713528,-0.0042231698,0.009384411,-0.008431339,-0.011578636,0.004671967
cell_RadialDistribution_ZernikeMagnitude_8_6,0.034952514,-0.017724628,0.13027368,-0.04039751,0.030477364,0.029209549,-0.020742355,0.054612346,-0.05705767,-0.01627801,-0.013004767,-0.014655319,-0.011730836,0.023181286,-0.01718309
cell_RadialDistribution_ZernikePhase_8_6,0.0017509869,-0.0032413371,-0.000759682,0.002020871,0.004291943,0.0015984087,-0.008961393,-0.0063469084,-0.016233467,0.0029768238,0.0034459871,0.00641163,-0.018290302,-0.0072411294,0.01087142
cell_RadialDistribution_ZernikeMagnitude_8_8,0.035693243,-0.017009145,0.13146967,-0.03341696,0.026063891,0.016548213,-0.024361119,0.046969134,-0.04174799,-0.017708542,0.00019334447,-0.023761695,-0.026081163,0.018356828,-0.03758287
cell_RadialDistribution_ZernikePhase_8_8,-0.0019333706,-0.000592602,-0.00012854727,0.008043661,-0.012805686,-0.0032804343,-0.0012830116,-0.011935761,-0.005733254,-0.0087664025,0.008168894,-0.0048269117,0.00018813889,0.001710835,0.018010473
cell_RadialDistribution_ZernikeMagnitude_9_1,0.029295439,-0.006967091,0.115451574,-0.022516035,0.040849764,0.013845257,0.00030147325,-0.037002318,0.06358794,0.004853148,0.004305955,0.007350889,-0.04165711,0.06337146,-0.062014706
cell_RadialDistribution_ZernikePhase_9_1,-0.0026619453,0.0043836897,-0.001156254,-0.0021802988,0.0047560236,0.005907896,0.009367072,0.0022133114,0.005969677,0.047426973,-0.0306238,0.0110432245,0.010712682,-0.0084744,0.007797137
cell_RadialDistribution_ZernikeMagnitude_9_3,0.03272157,-0.005959677,0.11987578,-0.028728385,0.04171114,0.007836451,0.004779138,-0.035858758,0.07062185,-0.0077196658,0.014229854,0.009408192,-0.035094965,0.053230144,-0.061378114
cell_RadialDistribution_ZernikePhase_9_3,0.0001660215,-0.0047713094,0.0010312265,-0.008979926,0.0070736157,0.00821664,-0.004827757,0.0010847938,-0.008330975,0.0013789727,0.011253806,-0.019592756,-0.0072239144,-0.00592273,0.01007405
cell_RadialDistribution_ZernikeMagnitude_9_5,0.030308034,-0.0065791123,0.11898836,-0.030800827,0.042016387,-0.0068380903,-0.0015042695,-0.049137358,0.09035542,-0.023126507,0.010023275,0.018565446,-0.019187946,0.00039661696,-0.028496724
cell_RadialDistribution_ZernikePhase_9_5,-0.0029802765,-0.0044576004,-0.0063863993,0.004911029,-0.0058373204,-0.009148948,0.0017516189,-0.004448938,-0.013182902,0.0069773193,-0.006976001,-0.00932031,-0.0025891464,-0.02758117,0.0048345397
cell_RadialDistribution_ZernikeMagnitude_9_7,0.024261422,-0.009284878,0.10970041,-0.030349558,0.02959601,-0.026444394,0.016153162,-0.05145497,0.11433118,-0.006412697,-0.01179394,0.045480806,0.021252777,-0.056783374,0.008279871
cell_RadialDistribution_ZernikePhase_9_7,-0.00062480196,0.0018445356,0.00044098948,0.0051894323,0.00027376864,0.001294779,0.0066144364,-0.0041682245,-0.011052432,0.00066442124,0.0083915675,0.010594346,0.005525784,0.008288046,0.017130738
cell_RadialDistribution_ZernikeMagnitude_9_9,0.017792758,-0.006548136,0.07760775,-0.022598607,0.01234896,-0.036701307,0.019139254,-0.05767117,0.08224473,-0.012139697,-0.012919928,0.059636846,0.06324444,-0.08942418,0.049236022
cell_RadialDistribution_ZernikePhase_9_9,-0.00053132925,-0.00046066954,-0.0040370715,-0.000915685,0.007729026,-0.015472018,2.1129841e-05,0.0036053034,-0.0045858505,0.011422261,-0.0012693566,0.010019283,-0.004237058,-0.007244501,-0.012667417
cell_Intensity_IntegratedIntensity,-0.05385344,0.12226407,0.011143046,-0.013513956,0.030002953,-0.012187357,-0.0137827415,-0.004466789,-0.018961264,0.0067100436,-0.001921932,-0.0077681527,0.015019949,0.0054114577,0.030852955
cell_Intensity_MeanIntensity,0.09261249,0.022901388,-0.010043007,-0.051923677,0.0038373335,-0.048744574,-0.09113677,0.052719124,0.031505164,0.014060685,0.012192486,0.01608444,0.023169782,-0.0006376484,0.009313643
cell_Intensity_StdIntensity,0.07611892,0.05866944,-0.045128945,-0.052779023,0.040700424,0.121647656,-0.0071205646,-0.03458826,0.010655608,0.0029969716,0.0015376608,0.0068390924,0.019284125,-0.008610491,0.01911281
cell_Intensity_MinIntensity,0.012044698,0.0022424664,-0.014310989,-0.023074972,-0.0010253601,-0.032860596,-0.0018257194,0.010564389,0.002512292,0.004376851,-0.020078512,0.049637403,-0.024417479,0.012958464,-0.020369109
cell_Intensity_MaxIntensity,0.02505419,0.04325229,-0.02553928,-0.07527485,0.028930835,0.0646214,0.04392465,-0.012782002,0.0015138992,-0.000622439,0.0112053,-0.038880195,0.0016943698,0.00742162,-0.02578654
cell_Intensity_MassDisplacement,-0.017216792,0.04187691,0.05442341,0.018232062,0.00818192,0.043062165,0.015010537,-0.07331967,-0.016941665,0.017557438,-0.06082146,0.04528148,0.019447794,-0.044472814,0.015678462
cell_Intensity_LowerQuartileIntensity,0.070887394,-0.0040869527,0.0036664868,-0.065730676,-0.012232856,-0.10557834,-0.09080803,0.093719825,0.03801105,0.013274718,0.020428443,0.015893001,0.014459672,0.0018792422,-0.010056056
cell_Intensity_MedianIntensity,0.085877,0.0072827977,0.0037744364,-0.046052385,-0.0035031587,-0.08447498,-0.10359837,0.07036227,0.034592945,0.017248731,0.018489769,0.017461998,0.02171195,-0.0012046224,0.0063190907
cell_Intensity_MADIntensity,0.08450814,0.040442444,-0.0036978265,0.031454515,0.022185596,0.020977745,-0.085998654,-0.03677012,0.0072349138,0.012781191,-0.006745586,0.0033195731,0.028768321,0.0060876226,0.046565592
cell_Intensity_UpperQuartileIntensity,0.09559181,0.02981541,-0.0049409755,-0.01498763,0.004959982,-0.04820876,-0.10659089,0.026069496,0.02204342,0.013568193,0.005365238,0.009432791,0.025511585,0.005549644,0.021317631
cell_Location_CenterMassIntensity_X,-0.002743833,-0.0048949327,0.005480348,-0.0025214937,0.014992641,0.0025679185,0.004135176,0.0029060112,-0.008826764,0.031556252,0.013727067,-0.017846156,0.047706176,0.16537507,1.7092098e-06
cell_Location_CenterMassIntensity_Y,-0.006716862,0.010381311,0.0067322482,0.0072348937,-0.0027343063,-0.019403119,-0.019544885,0.015758807,-0.016987557,-0.017183311,-0.004098314,0.07517116,0.058288082,0.068859175,0.15194558
cell_Location_MaxIntensity_X,-6.2848594e-05,0.0013110851,0.000108641594,-0.0043675355,0.0073227407,0.008241469,0.012492369,-0.0010779826,0.004715719,0.020799018,-0.014274374,0.016983617,-0.0010387853,0.043001678,0.024448784
cell_Location_MaxIntensity_Y,0.0014466974,-0.001670469,0.006656017,0.0010058637,-0.008515477,-0.0057918937,-0.0011860658,-0.010184327,-0.0015074731,0.0007427836,-0.016635757,-0.0071295626,0.025297204,0.01725558,0.043076374
cell_Intensity_IntegratedIntensityEdge,-0.045542534,0.07846179,0.08747417,-0.049486008,0.02481163,-0.02575553,0.016267966,-0.017842527,0.03117578,-0.0059169396,-0.033624653,-0.04689842,0.003382203,0.031274296,0.034353644
cell_Intensity_MeanIntensityEdge,0.02614928,-0.0061078854,-0.008348636,-0.09992711,-0.04565629,-0.10289931,-0.022765394,0.06371051,0.020079626,0.017517865,-0.032362223,0.08739708,0.01193287,-0.022528918,-0.016573198
cell_Intensity_StdIntensityEdge,0.0050556385,-0.00074598007,-0.008492787,-0.10976749,-0.03544367,-0.05856302,-0.0026780162,0.046383034,0.0173602,0.015512247,-0.028611686,0.10076526,0.007041798,-0.023419393,-0.028674295
cell_Intensity_MinIntensityEdge,0.010994385,0.0038105657,-0.01572617,-0.026902584,-0.0024541572,-0.032905508,-0.0020940031,0.009611567,0.0014878168,0.005254508,-0.019758554,0.052488193,-0.024248494,0.011399472,-0.02100227
cell_Intensity_MaxIntensityEdge,-0.013378609,0.010947102,0.0018041293,-0.1124172,-0.023125248,-0.03602895,0.0089902915,0.03237304,0.0118416995,0.0048285895,-0.02725296,0.08005181,-0.008422072,-0.009848308,-0.031434834
cell_Area,-0.066835694,0.11119506,0.009562022,-0.0004990125,0.026503107,-0.0029023783,0.01000232,-0.013764547,-0.034410056,0.0060050325,-0.0035752438,0.003207052,0.011915561,0.00026890583,0.021883607
cell_BoundingBoxArea,-0.060158085,0.09844533,0.06792394,-0.005379706,0.044541262,0.011208296,0.013950551,-0.034926515,-0.002152035,-0.0011575519,-0.010442221,-0.033303007,0.017525941,0.03240138,0.02668539
cell_ConvexArea,-0.06682876,0.107957825,0.032060936,-0.0028643152,0.032637913,-0.0038801169,0.015740266,-0.031725887,-0.016141968,0.0030097845,-0.009924092,-0.00830748,0.019521961,0.014216544,0.028272182
cell_EquivalentDiameter,-0.07211368,0.10507432,0.0101673305,0.0064357347,0.029455569,0.014014211,0.022482436,-0.01904499,-0.0155792935,-0.0021425146,-0.004567627,-0.048390493,0.0024548185,0.014508871,0.03802
cell_Perimeter,-0.06019946,0.08444288,0.08607269,-0.0032398927,0.04500058,0.020067548,0.027428297,-0.046122093,0.012285487,-0.010954219,-0.016938133,-0.07131701,0.004029371,0.039563984,0.03503184
cell_MajorAxisLength,-0.041793913,0.06890769,0.12623437,-0.0024233283,0.052007947,0.04028339,0.024715688,-0.020470157,-0.012065851,-0.007994358,-0.017479219,-0.061117485,-0.007854748,0.023658663,0.014034925
cell_MinorAxisLength,-0.07103007,0.096328795,-0.033813212,0.008429454,0.017625555,-0.011142973,0.02480402,-0.04272288,0.015407612,-0.0016324712,0.0005383746,-0.03185874,0.018018404,0.019055476,0.05902525
cell_Eccentricity,0.029391581,-0.03464776,0.11378117,-0.011438468,0.021910634,0.03374229,-0.017540963,0.029120984,-0.035205618,-0.0037410443,-0.023070907,-0.006480857,-0.024734374,-0.0042923624,-0.07876971
cell_Orientation,-0.0031443434,-0.003332084,-0.002178959,0.0052708047,-0.009039639,0.0007048636,-0.002730149,-0.006181286,0.027277365,0.20447417,-0.054941718,-0.020629523,-0.052935664,0.0056678406,0.0035168314
cell_Center_X,-0.0004557217,0.0055212956,0.002816173,-0.005018731,0.010587121,0.00142691,0.008312762,0.00054763904,-0.005321007,0.0070981006,-0.002852668,-0.016539922,0.019158723,0.021456044,-0.011198295
cell_Center_Y,-0.0046002795,0.011835221,0.0063364855,-0.0022846377,0.0051822937,-0.015294476,-0.017150009,-0.0022504958,0.0050498503,-0.010547173,-0.014703297,0.026625982,-0.007784222,0.005071097,0.023175422
cell_BoundingBoxMinimum_X,0.050702706,-0.066010565,-0.06493331,-0.0036313436,-0.03505616,0.00046393424,-0.032153364,0.036455292,0.014501844,-0.009686249,0.026882699,0.11586231,-0.17267138,-0.013366056,0.04835555
cell_BoundingBoxMaximum_X,-0.048297122,0.06496235,0.06602222,0.0014678116,0.03067521,0.0027866627,0.028841142,-0.043831244,-0.011508722,0.017151454,-0.026252223,-0.11343167,0.17536925,0.0018923293,-0.045468166
cell_BoundingBoxMinimum_Y,0.043653164,-0.06934362,-0.06986641,0.0023093245,-0.04593194,-0.040450543,-0.002913399,0.0196433,-0.02814029,0.041803144,-0.003049463,-0.008641016,0.16143852,-0.06719044,-0.112731874
cell_BoundingBoxMaximum_Y,-0.043582648,0.06679242,0.07113128,-0.0053788093,0.047950674,0.041096553,0.011461328,-0.018232692,0.027884034,-0.020771487,0.013862031,-0.01457721,-0.17939736,0.051634848,0.08105613
cell_FormFactor,-0.004250507,0.021515045,-0.15799206,0.015428445,-0.035047803,-0.012036016,-0.008556603,0.052763652,-0.030857066,0.02257583,0.026932314,0.041649055,-0.0010182563,-0.036680922,0.014807275
cell_Extent,-0.009141514,0.0248136,-0.14357097,0.007854004,-0.03959011,-0.015454851,-0.002427885,0.050639547,-0.043070562,0.019703211,0.01884635,0.04981971,-0.011783915,-0.04544185,0.013979425
cell_Solidity,0.0070456183,0.014423455,-0.1202406,0.0064025503,-0.032070506,0.01082123,-0.030261924,0.09501126,-0.07793071,0.0226674,0.033398114,0.039531145,-0.016967531,-0.046328478,-0.01863014
cell_Compactness,0.0060070944,-0.013120885,0.15122892,-0.017376753,0.038903933,0.013863171,0.015186886,-0.055857148,0.044964388,-0.016091416,-0.01893288,-0.04080929,-0.0037612566,0.04863085,0.004650127
cell_EulerNumber,0.005626176,-0.013032422,-0.008255607,-0.011060208,0.009857556,-0.0072374395,-0.01061887,0.00487452,0.005285106,0.0042395974,0.0016197074,0.01852938,0.018853668,0.025615068,-0.008803161
cell_MaximumRadius,-0.06920759,0.10117083,-0.047776833,0.0070216404,0.016225995,0.0016039544,0.014373508,-0.0076290416,-0.00877659,-0.0012822931,0.008058234,-0.03333976,1.4850062e-05,0.016299719,0.040331714
cell_MeanRadius,-0.06773222,0.10116448,-0.05465394,0.009103686,0.012367401,0.0040381625,0.014010571,0.0014033635,-0.021077698,0.0028581119,0.008965142,-0.02617024,-0.0010207542,0.0053464035,0.03644729
cell_MedianRadius,-0.06695661,0.10100335,-0.05530368,0.011004487,0.010408854,0.0049595386,0.014982039,0.004658919,-0.026835445,0.005506736,0.00874835,-0.022726325,0.00078604085,-0.001333536,0.036560915
cell_FilledArea,-0.06683623,0.11119557,0.009563457,-0.00049827324,0.026498267,-0.0028990435,0.010001898,-0.013763942,-0.03441168,0.0060018064,-0.0035762496,0.0032084847,0.011909137,0.0002666036,0.02188244
cell_SpatialMoment_0_0,-0.066835694,0.11119506,0.009562022,-0.0004990125,0.026503107,-0.0029023783,0.01000232,-0.013764547,-0.034410056,0.0060050325,-0.0035752438,0.003207052,0.011915561,0.00026890583,0.021883607
cell_SpatialMoment_0_1,-0.05745637,0.10479984,0.020832023,-0.0045620343,0.029195197,-0.016089855,0.004635672,-0.016926568,-0.045701284,0.015829865,-0.007382742,0.021200601,0.057304822,-0.007552875,-0.0027846321
