Type,image_file,mask_file,cell_mean_intensity,cell_extent,cell_eccentricity,cell_solidity,cell_moments_hu-0,cell_moments_hu-1,cell_moments_hu-2,cell_moments_hu-3,cell_moments_hu-4,cell_moments_hu-5,cell_moments_hu-6,cell_area_um2,cell_convex_area_um2,cell_perimeter_um,cell_axis_major_length_um,cell_axis_minor_length_um,cell_feret_diameter_max_um,label_1_area_um2,label_1_intensity_mean,label_1_intensity_std,label_2_area_um2,label_2_intensity_mean,label_2_intensity_std,label_3_area_um2,label_3_intensity_mean,label_3_intensity_std,label_4_area_um2,label_4_intensity_mean,label_4_intensity_std
PaclitaxelR,20240227.175358.994.MDAMB231Pack-063Stitching_HT2D_0.png_mip20.tiff,20240227.175358.994.MDAMB231Pa_unet_mask_combined_masks_mask20.tiff,1.348938856281726,0.3031309311330921,0.8424724277706519,0.4196618598686207,0.3961665870131438,0.047493845,0.025037372,0.002660279,-1.77e-06,-0.000237068,2.1639233300772053e-05,1934.3824,4609.383375,431.12322181793553,97.48432601804868,52.51865340036337,101.0004150981569,1702.3677,1.3482573944483325,0.005604681,181.664225,1.3521383178498685,0.003201786,17.0753,1.359381818181818,0.003639673,33.527875,1.3609382234185734,0.0105512114244495
PaclitaxelR,20240227.175358.994.MDAMB231Pack-063Stitching_HT2D_0.png_mip4.tiff,20240227.175358.994.MDAMB231Pa_unet_mask_combined_masks_mask4.tiff,1.3509251950997634,0.3749676858807567,0.84237686,0.5724858531436031,0.2544729591406915,0.019582109,0.002679631,3.968218757993756e-05,-6.13e-09,-4.64e-06,-1.14e-08,2212.307275,3864.387675,394.2036172031285,83.54897987935561,45.02361626838413,105.4581303172022,1874.122475,1.3495679233743785,0.006060282,272.555,1.356963559602649,0.003210704,29.07855,1.365301458721291,0.003314598,37.77865,1.364355255613951,0.011809498689075
PaclitaxelR,20240227.175358.994.MDAMB231Pack-063Stitching_HT2D_0.png_mip8.tiff,20240227.175358.994.MDAMB231Pa_unet_mask_combined_masks_mask8.tiff,1.3485486144611083,0.3815946547267675,0.933388786,0.724400449,0.318133484,0.0602901453579151,0.006357197,0.000922929,4.510996512394974e-07,-6.54e-05,-2.19e-06,995.29505,1373.956975,217.9290403795621,66.99384704809127,24.04186698717704,64.97368025,861.553575,1.3483234834438471,0.005129603,119.03975,1.34916539802881,0.002752606,9.250625,1.3561267317073171,0.00288403,3.6461,1.3616737623762374,0.009464813
EpirubicinR,20240228.094942.949.231Epi-001_HT2D_0.png_mip2.tiff,20240228.094942.949.231Epi-001_unet_mask_combined_masks_mask2.tiff,1.3521178618843448,0.5449057767341469,0.8848555601150814,0.8444354594157485,0.2419689090320669,0.0242329143186173,0.00292515,0.00024777,-4.76e-08,-7.28e-06,-2.05e-07,829.34335,982.127575,152.6994357647551,51.36368834347636,23.928568899000744,50.04372413,667.804875,1.3506206446381517,0.007355903,142.234,1.3567033883248731,0.003756548,9.6387,1.3729970037453183,0.004242207,9.665775,1.3672623716153127,0.0103142298147927
EpirubicinR,20240228.095037.387.231Epi-002_HT2D_0.png_mip3.tiff,20240228.095037.387.231Epi-002_unet_mask_combined_masks_mask3.tiff,1.3488098477906167,0.5946042926440295,0.7460858292767826,0.8017573516674531,0.1892237473673945,0.00532549,0.00070282,3.841254316912291e-05,3.427722975618917e-09,1.5948016033114038e-06,5.299583685814333e-09,1211.362575,1510.884275,193.7513004744527,50.40784899267683,33.564055382586794,52.47320506696728,1006.95535,1.3464250398838435,0.006112985,125.167725,1.3534342995169082,0.003705755,15.72155,1.3624272675086109,0.003428229,63.51795,1.3741330207445297,0.0132247620630889
EpirubicinR,20240228.095329.237.231Epi-004Stitching_HT2D_0.png_mip10.tiff,20240228.095329.237.231Epi-004_unet_mask_combined_masks_mask10.tiff,1.3551976573563165,0.4797957020107655,0.9889546790439142,0.6796259883349511,0.7112628331293476,0.4633302420990604,0.071053331,0.063343901,0.004248964,0.0430090936287342,-7.43e-05,739.2919,1087.792275,217.19372941939528,90.73278419770725,13.44825239908669,86.84985002865578,548.620725,1.351628937801247,0.00714715,102.749625,1.3584771892841458,0.003972388,21.02825,1.3668821030042917,0.003297307,67.191125,1.3757148018804568,0.015920452
EpirubicinR,20240228.095329.237.231Epi-004Stitching_HT2D_0.png_mip18.tiff,20240228.095329.237.231Epi-004_unet_mask_combined_masks_mask18.tiff,1.3504988240443885,0.4271305490285252,0.8172027410916514,0.676194362,0.2607095413172761,0.0170807721689099,0.010994654,0.000988988,3.187592872304336e-06,0.000128306,-6.89e-07,762.856175,1128.1611,184.4389837457769,48.874056282881575,28.168577494480477,54.04331156581728,669.3662,1.348772792848668,0.007048331,69.6369,1.3596975246241576,0.004165767,6.3897,1.3681395480225989,0.003978035,17.463375,1.3735218087855297,0.0153565375429198
EpirubicinR,20240228.095329.237.231Epi-004Stitching_HT2D_0.png_mip24.tiff,20240228.095329.237.231Epi-004_unet_mask_combined_masks_mask24.tiff,1.3514072189357096,0.4196858775103471,0.5705130282461195,0.685788697,0.1865253773369876,0.001314499,0.000221735,0.000190108,1.6132262393901038e-08,5.930211156196499e-06,-3.55e-08,1337.947225,1950.961325,247.0912438406675,48.83193573197471,40.10510975760944,65.99054496668444,1158.9905,1.350201161812802,0.006056286,124.716475,1.3555338085244952,0.002918006,11.2632,1.3669217948717949,0.004262193,44.393975,1.368161577556414,0.013943758
EpirubicinR,20240228.095433.965.231Epi-005Stitching_HT2D_0.png_mip4.tiff,20240228.095433.965.231Epi-005_unet_mask_combined_masks_mask4.tiff,1.3521087152973246,0.4232896469555402,0.8134579375286874,0.6118690004622873,0.2828162980514972,0.0195547056299328,0.020794416,0.003240232,2.6572066526479484e-05,0.000411029,-1.16e-06,609.20555,995.647025,174.0541814383734,45.38576251617899,26.397437286218185,51.23257606250148,487.214625,1.3505054015004168,0.006061418,92.43405,1.354113181019332,0.003023127,8.8806,1.3647736788617886,0.004700654,20.676275,1.3754883893496292,0.018778692
EpirubicinR,20240228.095433.965.231Epi-005Stitching_HT2D_0.png_mip5.tiff,20240228.095433.965.231Epi-005_unet_mask_combined_masks_mask5.tiff,1.351664228310097,0.2970079306075956,0.8795467216114303,0.4504231091334075,0.4393743984703414,0.076814391,0.0523309587821724,0.016375367,0.000478709,0.004214617,-2.51e-05,1626.0884,3610.135375,383.17638595078233,96.54589244036444,45.93774542407556,90.22779726891264,1367.05285,1.3493977580310812,0.007210509,120.203975,1.3550233801336438,0.003604626,12.481575,1.3677060014461315,0.005135635,127.965475,1.3713449749629734,0.0127262064438346
